name_x,gmap_id,address,avg_rating,user_id,name_y,time,rating,text,pics,resp
Subway,0x80c364f7c3f4593d:0x48478cfad03fdbcb,"Subway, 16251 N D St, Victorville, CA 92394",4.2,109102971427904000925,Jessica Andrade,1546871292330,3,It was ok,,
Subway,0x80c364f7c3f4593d:0x48478cfad03fdbcb,"Subway, 16251 N D St, Victorville, CA 92394",4.2,112280080808277057515,alex Hernandez,1533276685088,5,"(Translated by Google) rich

(Original)
Rico",,
Subway,0x80c364f7c3f4593d:0x48478cfad03fdbcb,"Subway, 16251 N D St, Victorville, CA 92394",4.2,110884742107186852442,Mike G.,1552511244101,4,,,
Subway,0x80c364f7c3f4593d:0x48478cfad03fdbcb,"Subway, 16251 N D St, Victorville, CA 92394",4.2,109059498926025982881,Wicho Lopes,1507575282701,5,,,
Subway,0x80c364f7c3f4593d:0x48478cfad03fdbcb,"Subway, 16251 N D St, Victorville, CA 92394",4.2,107964763391129636828,Jose Munoz,1566549485105,5,,,
Subway,0x80c364f7c3f4593d:0x48478cfad03fdbcb,"Subway, 16251 N D St, Victorville, CA 92394",4.2,117005930398104493307,Daniel Blankenship,1558419312114,5,,,
Subway,0x80c364f7c3f4593d:0x48478cfad03fdbcb,"Subway, 16251 N D St, Victorville, CA 92394",4.2,108830430527835493162,new qü33n jänky,1545875112135,5,,,
Subway,0x80c364f7c3f4593d:0x48478cfad03fdbcb,"Subway, 16251 N D St, Victorville, CA 92394",4.2,103646993419424613190,Andres Cordova,1505573382898,5,,,
Subway,0x80c364f7c3f4593d:0x48478cfad03fdbcb,"Subway, 16251 N D St, Victorville, CA 92394",4.2,103015406526633600453,Gilbert Sanchez,1550989490213,5,,,
Subway,0x80c364f7c3f4593d:0x48478cfad03fdbcb,"Subway, 16251 N D St, Victorville, CA 92394",4.2,105327048621633940099,Stephen Cantley_Poindexter,1578034583732,5,,,
Subway,0x80c364f7c3f4593d:0x48478cfad03fdbcb,"Subway, 16251 N D St, Victorville, CA 92394",4.2,109017061042188809209,SABRINA K. LUEVANO,1571544106821,3,,,
Subway,0x80c364f7c3f4593d:0x48478cfad03fdbcb,"Subway, 16251 N D St, Victorville, CA 92394",4.2,117567629921308822583,Anahi DeSoto,1570899394707,5,,,
Subway,0x80c364f7c3f4593d:0x48478cfad03fdbcb,"Subway, 16251 N D St, Victorville, CA 92394",4.2,109210298556249219166,William j Lindsey,1546642876729,5,,,
Subway,0x80c364f7c3f4593d:0x48478cfad03fdbcb,"Subway, 16251 N D St, Victorville, CA 92394",4.2,109675313316462690629,Kenny Olivares,1540874328772,5,,,
Subway,0x80c364f7c3f4593d:0x48478cfad03fdbcb,"Subway, 16251 N D St, Victorville, CA 92394",4.2,104797534863092591971,Eileen Castro,1573893878982,3,,,
Subway,0x80c364f7c3f4593d:0x48478cfad03fdbcb,"Subway, 16251 N D St, Victorville, CA 92394",4.2,104552644684467418586,tashara bunch,1564167043281,4,,,
Subway,0x80c364f7c3f4593d:0x48478cfad03fdbcb,"Subway, 16251 N D St, Victorville, CA 92394",4.2,117308919797286784532,Dig,1510540832514,5,,,
Subway,0x80c364f7c3f4593d:0x48478cfad03fdbcb,"Subway, 16251 N D St, Victorville, CA 92394",4.2,116874007795938415699,Adept,1557073994175,4,,,
Subway,0x80c364f7c3f4593d:0x48478cfad03fdbcb,"Subway, 16251 N D St, Victorville, CA 92394",4.2,102109449687269783714,Gurwinder Handa,1599254355800,5,,,
Subway,0x80c364f7c3f4593d:0x48478cfad03fdbcb,"Subway, 16251 N D St, Victorville, CA 92394",4.2,111532544689977882667,Barbara Stewart,1564894973498,5,,,
Subway,0x80c364f7c3f4593d:0x48478cfad03fdbcb,"Subway, 16251 N D St, Victorville, CA 92394",4.2,115281753667391900443,Kirk Young,1565746656129,4,,,
Subway,0x80c364f7c3f4593d:0x48478cfad03fdbcb,"Subway, 16251 N D St, Victorville, CA 92394",4.2,101251065135630564644,Jicdamm Caballero,1572039894620,4,,,
Subway,0x80c364f7c3f4593d:0x48478cfad03fdbcb,"Subway, 16251 N D St, Victorville, CA 92394",4.2,101754951975129061404,Stephanie Knatt,1570235257922,5,,,
Subway,0x80c364f7c3f4593d:0x48478cfad03fdbcb,"Subway, 16251 N D St, Victorville, CA 92394",4.2,112002066337499240822,Ashley,1566057669097,4,,,
Subway,0x88f5b27e0b8598d5:0x10c9dc05801440e0,"Subway, 8424 Mall Pkwy, Stonecrest, GA 30038",3.6,109322630988395216537,Yvette Robbins,1568253616856,1,Sun deep is rude and should give breaks to employees.  Treating african americans rudely,,
Subway,0x88f5b27e0b8598d5:0x10c9dc05801440e0,"Subway, 8424 Mall Pkwy, Stonecrest, GA 30038",3.6,116068580880782509511,Brandon,1535489457572,4,Came here for macadamia cookies because I was in the mood for them but the restaurant didn't have them. Got a cinnamon pretzel instead. Puts auntie Annie's to shame. It's bigger for nearly half the price. I wouldve put more cinnamon on it tho. Also get a fly trap.,,
Subway,0x88f5b27e0b8598d5:0x10c9dc05801440e0,"Subway, 8424 Mall Pkwy, Stonecrest, GA 30038",3.6,115400864854268738068,Germaine Coakley-Mays,1545144340645,3,Quick food but prices seem to be a bit high.,,
Subway,0x88f5b27e0b8598d5:0x10c9dc05801440e0,"Subway, 8424 Mall Pkwy, Stonecrest, GA 30038",3.6,104974826424842886822,brad toomer,1551981193680,5,I have a habit to stuff my subs. So i always get the rotisserie style chicken from here & load up on the toppings so i can't get my ultimate tasting sub from them,,
Subway,0x88f5b27e0b8598d5:0x10c9dc05801440e0,"Subway, 8424 Mall Pkwy, Stonecrest, GA 30038",3.6,118177143637938684987,Charles Anderson,1546882820606,5,Good food and service!!,,
Subway,0x88f5b27e0b8598d5:0x10c9dc05801440e0,"Subway, 8424 Mall Pkwy, Stonecrest, GA 30038",3.6,110537209249522425566,CHIP HATCHER,1564704520832,4,Good Sandwich,,
Subway,0x88f5b27e0b8598d5:0x10c9dc05801440e0,"Subway, 8424 Mall Pkwy, Stonecrest, GA 30038",3.6,106903302134981207129,Kayla,1545093720479,3,,,
Subway,0x88f5b27e0b8598d5:0x10c9dc05801440e0,"Subway, 8424 Mall Pkwy, Stonecrest, GA 30038",3.6,114574984947088213040,Debbie Dingle,1545266077305,5,,,
Subway,0x88f5b27e0b8598d5:0x10c9dc05801440e0,"Subway, 8424 Mall Pkwy, Stonecrest, GA 30038",3.6,100343478943048895499,Tee Shopp,1539381504473,3,,,
Subway,0x88f5b27e0b8598d5:0x10c9dc05801440e0,"Subway, 8424 Mall Pkwy, Stonecrest, GA 30038",3.6,109394797439369755334,wesley turner,1566394452625,5,,,
Subway,0x88f5b27e0b8598d5:0x10c9dc05801440e0,"Subway, 8424 Mall Pkwy, Stonecrest, GA 30038",3.6,112470356849887307573,Stuart Willey,1548013359030,2,,,
Subway,0x88f5b27e0b8598d5:0x10c9dc05801440e0,"Subway, 8424 Mall Pkwy, Stonecrest, GA 30038",3.6,106497005469676330482,Jason Mcclure,1550083759567,3,,,
Subway,0x88f5b27e0b8598d5:0x10c9dc05801440e0,"Subway, 8424 Mall Pkwy, Stonecrest, GA 30038",3.6,102923284354465010925,Natalie Johnson,1536837781381,5,,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,108977344702842356847,Melissa Severson,1600621213404,1,"Stopped to get 4 footlong. There was no one around and a sign on the counter saying ring bell. The bell, as I found out after looking for it unsuccessfully for a few minutes is in an awkward place on the case.  Since I couldn't find the bell, I  called out hello a few times until a girl came out. She said "" yelling doesn't work, that is why the is a bell."" I told her I couldn't find the bell to which she replied,  It's obviously right there "". In a very rude tone. Subway lost my business today. I hope others will follow my lead and let these big companies know we will not tolerate rudeness.",,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,117507822207121720104,Ryan Mitchell,1602963272281,1,Buyers beware!! They are charging more for the food than their menu states. After paying I brought it up but he refused to adjust the price and so we had to return the order because he didn't think it was worth giving us the difference. Will be reporting to the BBB! As a side note we had a hard time finding their stupid bell like other reviews. Maybe they should just have someone at the counter ready to make sandwiches. . .,[{'url': ['https://lh5.googleusercontent.com/p/AF1QipNmNh_8w77iW9pVtmd6XRqEQe7fv9WLq7jlXGWQ=w150-h150-k-no-p']}],
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,111400635655329554805,Marcus Rhoads,1604926212255,4,Clean store and very helpful employee's,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,107826967214824794479,Bishop Hahn,1592266511569,5,Subway is always good with a cold cut to eat and very nice people there working and helping out to be safe.,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,114689589045316625821,Robert Whalen,1599004647642,1,"Update: After 2 weeks of Subway saying they will refund our order, we have never received one. Again, don't go to this Subway.

Don't online order from this Subway. Everything states that they are open, they accept your order, charge your card, but then it is closed when you get there 5 minutes later. This is at 6 on a Thursday night. Again, the Subway website, the app, and Google maps state that it is open until 8.",,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,110736722151398452209,Ed Voorhees,1321642894499,4,"This Subway is an unlikely beacon of cleanliness and taste given the area. Friendly crew and tasty sandwiches. Try the pastrami while it lasts. Values are in the after 4pm deals 2 12"" sandwiches for $9 combined with the free 6"" with purchase of $25 gift card.",,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,118429092083364749517,Tara Bostick,1450460607224,5,"One of the best subways around! The ladies here are very nice and the store is in beautiful condotion. Very clean and comforting.

Great staff!",,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,111505387099868273700,Thomas Richards,1560785246440,1,We went to this location on 06 16 2019 at 5.04pm. We ordered 2 meat balls sandwiches. I went ahead and sat down. Bre she went ahead and paid the bill. When she sat down and I asked her how much the bill was. She said 23.43. I said there a mistake . She put 3 meat ball sandwiche. When we only wanted 2. I went back to the counter and complain. The big blonde headed woman. Got very aggressive and rude. And said we got you on camera getting 3 sandwiches. Yes that maybe. But we only wanted 2. She sounded mean and rude and said she wasn't getting a refund. I couldn't believe it. In the restaurant business. It's hard. You have to please them in so many ways. The customer is always right. Unless I get rude and irritate. And ate the 3 sandwiches and ask for a refund. We left and went outside. It took alot of nerve. But went back inside and was very nice. And ask her one more time. And she said no and said she had already called her boss about what she felt what happened. Don't get me wrong. I love subway. Probably more than most. This is the first time I had an bad experience. I will never go back to that location. Unless they fire her. She's in the wrong business.,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,100019974540183189097,Doug Cook,1557617930823,5,The sandwich was good.,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,112694000525266694935,Erin Bratton,1437181325189,5,"#1 location in my book, she just made my day with best sandwich/service/cleanliness I have ever experienced.  Thank you!",,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,111185066246045523560,Rebecca Logan,1524888077348,5,Clean and fast service.,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,112899336087651218354,Josh T,1492887837600,4,Good gluten free bread,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,103186710389862932264,Sergio R Tapia,1517429193675,5,Nice,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,113090334336047446208,Cameron Mclane,1609634986989,1,,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,114937368173829520154,Erock Thomas,1578316761494,4,,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,109104324217759920881,Ramona's Bluegrass and stuff,1536173892686,4,,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,114142167248136639735,John Love,1602831049496,5,,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,104865392804086717547,Dennis Phillips,1547437176379,3,,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,115129883741146262610,Tony Eastman,1599690066646,5,,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,117024826041699489952,Rebecca Campbell,1597534862746,4,,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,112039547111681243615,Madi Dangerfield,1549016248756,5,,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,108977344702842356847,Melissa Severson,1600621213404,1,"Stopped to get 4 footlong. There was no one around and a sign on the counter saying ring bell. The bell, as I found out after looking for it unsuccessfully for a few minutes is in an awkward place on the case.  Since I couldn't find the bell, I  called out hello a few times until a girl came out. She said "" yelling doesn't work, that is why the is a bell."" I told her I couldn't find the bell to which she replied,  It's obviously right there "". In a very rude tone. Subway lost my business today. I hope others will follow my lead and let these big companies know we will not tolerate rudeness.",,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,117507822207121720104,Ryan Mitchell,1602963272281,1,Buyers beware!! They are charging more for the food than their menu states. After paying I brought it up but he refused to adjust the price and so we had to return the order because he didn't think it was worth giving us the difference. Will be reporting to the BBB! As a side note we had a hard time finding their stupid bell like other reviews. Maybe they should just have someone at the counter ready to make sandwiches. . .,[{'url': ['https://lh5.googleusercontent.com/p/AF1QipNmNh_8w77iW9pVtmd6XRqEQe7fv9WLq7jlXGWQ=w150-h150-k-no-p']}],
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,111400635655329554805,Marcus Rhoads,1604926212255,4,Clean store and very helpful employee's,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,107826967214824794479,Bishop Hahn,1592266511569,5,Subway is always good with a cold cut to eat and very nice people there working and helping out to be safe.,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,114689589045316625821,Robert Whalen,1599004647642,1,"Update: After 2 weeks of Subway saying they will refund our order, we have never received one. Again, don't go to this Subway.

Don't online order from this Subway. Everything states that they are open, they accept your order, charge your card, but then it is closed when you get there 5 minutes later. This is at 6 on a Thursday night. Again, the Subway website, the app, and Google maps state that it is open until 8.",,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,110736722151398452209,Ed Voorhees,1321642894499,4,"This Subway is an unlikely beacon of cleanliness and taste given the area. Friendly crew and tasty sandwiches. Try the pastrami while it lasts. Values are in the after 4pm deals 2 12"" sandwiches for $9 combined with the free 6"" with purchase of $25 gift card.",,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,118429092083364749517,Tara Bostick,1450460607224,5,"One of the best subways around! The ladies here are very nice and the store is in beautiful condotion. Very clean and comforting.

Great staff!",,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,111505387099868273700,Thomas Richards,1560785246440,1,We went to this location on 06 16 2019 at 5.04pm. We ordered 2 meat balls sandwiches. I went ahead and sat down. Bre she went ahead and paid the bill. When she sat down and I asked her how much the bill was. She said 23.43. I said there a mistake . She put 3 meat ball sandwiche. When we only wanted 2. I went back to the counter and complain. The big blonde headed woman. Got very aggressive and rude. And said we got you on camera getting 3 sandwiches. Yes that maybe. But we only wanted 2. She sounded mean and rude and said she wasn't getting a refund. I couldn't believe it. In the restaurant business. It's hard. You have to please them in so many ways. The customer is always right. Unless I get rude and irritate. And ate the 3 sandwiches and ask for a refund. We left and went outside. It took alot of nerve. But went back inside and was very nice. And ask her one more time. And she said no and said she had already called her boss about what she felt what happened. Don't get me wrong. I love subway. Probably more than most. This is the first time I had an bad experience. I will never go back to that location. Unless they fire her. She's in the wrong business.,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,100019974540183189097,Doug Cook,1557617930823,5,The sandwich was good.,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,112694000525266694935,Erin Bratton,1437181325189,5,"#1 location in my book, she just made my day with best sandwich/service/cleanliness I have ever experienced.  Thank you!",,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,111185066246045523560,Rebecca Logan,1524888077348,5,Clean and fast service.,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,112899336087651218354,Josh T,1492887837600,4,Good gluten free bread,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,103186710389862932264,Sergio R Tapia,1517429193675,5,Nice,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,113090334336047446208,Cameron Mclane,1609634986989,1,,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,114937368173829520154,Erock Thomas,1578316761494,4,,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,109104324217759920881,Ramona's Bluegrass and stuff,1536173892686,4,,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,114142167248136639735,John Love,1602831049496,5,,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,104865392804086717547,Dennis Phillips,1547437176379,3,,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,115129883741146262610,Tony Eastman,1599690066646,5,,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,117024826041699489952,Rebecca Campbell,1597534862746,4,,,
Subway,0x876b861f968f276d:0xdf7cf674331386d4,"Subway, 9400 Ralston Rd, Arvada, CO 80002",3.2,112039547111681243615,Madi Dangerfield,1549016248756,5,,,
Subway,0x80858094418fc39d:0xf29a2d61ab1cf3a,"Subway, 1199 Sutter St, San Francisco, CA 94109",2.8,114369975513791344714,J J,1599423514716,1,"All these bad reviews that I'm seeing, I'll take the customer's word for it. Going to a different location.",,
Subway,0x80858094418fc39d:0xf29a2d61ab1cf3a,"Subway, 1199 Sutter St, San Francisco, CA 94109",2.8,115135428963588643680,ecroF ehT,1570169499235,2,"Lots of rats and roaches. They also use less meat/ingredients at this location, despite that the people in this neighborhood are poorer and hungrier. It's almost like they're trying to exploit the poor and desperate, to sell more sandwiches.",,
Subway,0x80858094418fc39d:0xf29a2d61ab1cf3a,"Subway, 1199 Sutter St, San Francisco, CA 94109",2.8,100776863784643439580,Joseph Fabbro,1531751605466,1,Howers are noy what they say they are this is 3rd to me I have came to this subway at 730 and nothing when sign indacates 7 am open,,
Subway,0x80858094418fc39d:0xf29a2d61ab1cf3a,"Subway, 1199 Sutter St, San Francisco, CA 94109",2.8,105091844295821266148,Karan Khurana,1450017356364,4,It's a subway. Nothing more nothing less. Decently clean and the service is quick.,,
Subway,0x80858094418fc39d:0xf29a2d61ab1cf3a,"Subway, 1199 Sutter St, San Francisco, CA 94109",2.8,102188350536008607340,Paul Raether,1364778889524,5,Always good. Can't beat the price or the service.,,
Subway,0x80858094418fc39d:0xf29a2d61ab1cf3a,"Subway, 1199 Sutter St, San Francisco, CA 94109",2.8,117604288758106735499,Hamid Yusufzai,1473528983568,1,The guy has bad attitude he don't know how to talk with people very rude I was asking him to change his gloves he didn't like it he said give me a look and he said get out of my store I don't like you I said are you joking he said no get out so I left,,
Subway,0x80858094418fc39d:0xf29a2d61ab1cf3a,"Subway, 1199 Sutter St, San Francisco, CA 94109",2.8,114068524203910641789,Hiroyuki Takisawa,1507508599449,3,"(Translated by Google) A subway that can be found anywhere. It is helpful because there are no simple and cheap restaurants around here.

(Original)
どこにでもあって安心のサブウェイ。このあたりで簡単で安く食事をとれる店が見当たらないので助かります。","[{'url': ['https://lh5.googleusercontent.com/p/AF1QipNrdixw-LQMKxPZHFK7EIsfOUEdpEvEyQRmbl9l=w150-h150-k-no-p']}, {'url': ['https://lh5.googleusercontent.com/p/AF1QipNkiQcX2Lt5Nw6TFlyjPMgAHc9DJo6_cbDHgl-b=w150-h150-k-no-p']}]",
Subway,0x80858094418fc39d:0xf29a2d61ab1cf3a,"Subway, 1199 Sutter St, San Francisco, CA 94109",2.8,114473241385918371013,Camila Andrea Casallas Moreno,1554622308358,5,"(Translated by Google) When I do not know what to eat! I'm going to the fixed with subway! I always like it

(Original)
Cuando no se que comer! Voy a la fija con subway! Siempre me gusta",,
Subway,0x80858094418fc39d:0xf29a2d61ab1cf3a,"Subway, 1199 Sutter St, San Francisco, CA 94109",2.8,114668890951081743763,Nicolas Gramlich,1353988022442,3,,,
Subway,0x80858094418fc39d:0xf29a2d61ab1cf3a,"Subway, 1199 Sutter St, San Francisco, CA 94109",2.8,114479014747116982309,Edwin Montalvo,1516053130466,4,,,
